               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 130,            0.020883,           0.0049313,                   0,              0.9804,               0.808,             0.88985,             0.52811,            0.030933,           0.0044569,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.020877,           0.0051261,                   0,             0.92919,             0.83989,             0.89014,             0.53353,            0.030636,            0.004486,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.021713,           0.0051638,                   0,             0.95368,             0.82358,             0.89742,              0.5427,            0.030343,           0.0045274,                   0,            0.005677,            0.005677,            0.005677
                 133,             0.02015,            0.005246,                   0,             0.95413,             0.83196,             0.89462,             0.54781,             0.02977,           0.0044804,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.020392,           0.0052588,                   0,             0.95237,             0.79983,             0.87247,             0.55846,            0.030023,            0.004511,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.020665,           0.0054666,                   0,             0.96183,               0.808,             0.88037,             0.53088,            0.029917,           0.0045516,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.020149,           0.0050664,                   0,              0.9537,             0.82395,             0.88764,             0.52007,            0.030146,           0.0044356,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.020007,           0.0052904,                   0,             0.97951,               0.792,             0.89934,              0.5289,            0.030373,           0.0043579,                   0,            0.005512,            0.005512,            0.005512
                 138,             0.02173,           0.0048297,                   0,             0.97169,             0.82362,             0.90814,             0.52386,             0.03025,            0.004341,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.020113,           0.0053677,                   0,             0.92977,               0.848,              0.9068,             0.54127,            0.029629,           0.0042758,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.019875,           0.0050938,                   0,             0.92857,             0.83199,             0.89393,              0.5441,            0.029346,            0.004363,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.020224,           0.0051804,                   0,             0.91211,               0.832,             0.90001,              0.5373,             0.02968,           0.0043436,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.019141,           0.0051722,                   0,             0.93593,               0.824,             0.91653,             0.54888,            0.029129,           0.0042704,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.020879,           0.0047831,                   0,             0.97142,             0.81571,             0.91805,             0.56214,            0.028395,           0.0042939,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.020046,           0.0052625,                   0,              0.9229,               0.864,               0.905,             0.53916,            0.029778,           0.0043885,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.019586,           0.0049094,                   0,             0.98027,               0.808,             0.89507,             0.53659,            0.029733,           0.0044722,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.020422,           0.0052219,                   0,              0.9216,               0.848,             0.89051,             0.54375,             0.02916,           0.0044076,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.020827,           0.0049792,                   0,             0.94277,               0.792,             0.87778,              0.5452,            0.030035,           0.0044486,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.019868,           0.0049423,                   0,             0.88427,             0.85578,             0.89863,             0.55991,            0.029238,           0.0043767,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.020728,           0.0049024,                   0,             0.96109,               0.792,             0.88582,             0.56181,             0.02879,           0.0044335,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.019994,           0.0050015,                   0,             0.93912,             0.86378,             0.90966,             0.55729,            0.028508,           0.0042906,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.019463,           0.0048956,                   0,             0.94488,               0.824,             0.90926,             0.55941,            0.028497,           0.0043894,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.018957,           0.0050093,                   0,             0.90677,             0.85592,             0.90193,             0.55245,            0.028842,           0.0043381,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.019345,           0.0049079,                   0,             0.89906,               0.856,             0.89037,             0.53969,            0.029328,           0.0044205,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.019291,            0.004882,                   0,             0.91299,                0.84,             0.90319,             0.55304,            0.028805,           0.0043773,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.019525,           0.0051203,                   0,             0.93395,             0.79179,             0.89733,             0.54184,            0.029287,           0.0043691,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.018302,           0.0047123,                   0,              0.9279,               0.824,             0.90498,             0.54395,            0.029289,           0.0041857,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.019282,           0.0047011,                   0,              0.9549,               0.848,             0.90511,             0.54459,            0.029383,           0.0042119,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.019608,           0.0049366,                   0,             0.93735,                0.84,             0.90792,             0.55634,             0.02926,           0.0043441,                   0,            0.004819,            0.004819,            0.004819
                 159,             0.01919,           0.0050754,                   0,             0.90756,               0.864,             0.90385,             0.55659,            0.029139,           0.0044499,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.018458,           0.0048694,                   0,             0.91378,             0.84785,             0.89223,             0.55659,            0.029008,           0.0043785,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.017972,            0.004771,                   0,             0.92173,             0.84793,             0.90668,             0.56543,            0.028826,           0.0042476,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.018783,           0.0049618,                   0,             0.89255,               0.864,             0.89129,             0.55517,            0.029032,           0.0042648,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.019082,           0.0051025,                   0,             0.89909,               0.856,             0.88695,              0.5628,            0.028931,           0.0042558,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.019143,            0.004702,                   0,             0.98005,               0.792,             0.90003,             0.55928,            0.028939,           0.0042213,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.018504,           0.0050691,                   0,             0.98058,             0.80771,             0.89707,             0.55155,            0.028955,           0.0043059,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.018945,            0.004754,                   0,             0.98063,               0.816,              0.8996,             0.55121,             0.02877,           0.0044702,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.018616,           0.0048424,                   0,              0.8842,               0.856,             0.88103,             0.54733,            0.029237,           0.0046676,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.018137,           0.0048638,                   0,             0.94265,               0.792,             0.89064,             0.54402,            0.028941,           0.0046175,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.017985,           0.0046549,                   0,             0.95094,             0.77528,             0.89346,             0.55656,            0.028477,           0.0045591,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.018383,           0.0049252,                   0,             0.97018,               0.784,             0.88859,             0.55624,            0.028576,           0.0045979,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.017147,           0.0045765,                   0,             0.97087,             0.79976,             0.89207,             0.55509,            0.029357,            0.004579,                   0,             0.00439,             0.00439,             0.00439
                 172,             0.01832,           0.0044929,                   0,             0.97962,               0.784,             0.89806,             0.54782,            0.029499,           0.0045093,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.017625,            0.004878,                   0,             0.87095,             0.86387,             0.90076,             0.54561,            0.029198,           0.0044659,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.017369,           0.0044701,                   0,             0.86605,                0.88,             0.90671,             0.54268,            0.029314,           0.0044198,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.019024,            0.004696,                   0,             0.97006,               0.792,             0.88441,             0.54355,            0.029514,           0.0043062,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.018074,           0.0045934,                   0,             0.97006,               0.784,             0.88396,             0.54211,            0.029399,           0.0043284,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.018183,           0.0047342,                   0,             0.92099,                0.84,              0.9064,             0.55076,            0.029671,           0.0043715,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.018833,           0.0049633,                   0,             0.93636,             0.82396,             0.90513,             0.54571,            0.030182,           0.0044037,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.018314,           0.0050123,                   0,             0.94574,                0.84,             0.90706,             0.54438,            0.030279,           0.0043977,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.017948,            0.004738,                   0,             0.91304,             0.83998,             0.88308,             0.53955,            0.030152,           0.0044094,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.017624,           0.0047002,                   0,             0.93518,             0.80787,             0.87725,             0.54403,            0.029737,           0.0043694,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.018067,           0.0048923,                   0,             0.93662,               0.832,             0.87735,             0.54205,            0.029447,           0.0043583,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.017606,           0.0048922,                   0,             0.92725,               0.816,             0.88031,             0.53088,            0.029521,           0.0043916,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.017273,           0.0043962,                   0,             0.95344,               0.824,             0.88692,             0.52619,             0.02983,           0.0044913,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.017798,           0.0047223,                   0,             0.97998,               0.792,             0.87899,             0.53521,             0.03004,           0.0044892,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.017971,           0.0045938,                   0,             0.89831,               0.856,             0.89579,             0.52626,             0.03052,           0.0045038,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.016723,           0.0044418,                   0,             0.89798,               0.848,             0.89301,             0.53372,            0.030305,           0.0045653,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.017326,           0.0045746,                   0,              0.9375,             0.83995,             0.90085,             0.53869,            0.029867,           0.0045366,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.017577,           0.0044398,                   0,             0.92917,                0.84,             0.89364,             0.53994,            0.029862,            0.004514,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.018022,           0.0047228,                   0,              0.9203,               0.832,             0.89173,             0.52845,            0.030089,           0.0046183,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.018166,           0.0044966,                   0,              0.9459,                0.84,             0.89068,              0.5317,             0.03076,           0.0046665,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.017115,           0.0046927,                   0,             0.92172,               0.848,             0.89375,             0.52847,            0.030333,           0.0046603,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.016547,           0.0047581,                   0,             0.92174,             0.84796,             0.88724,             0.53757,             0.02993,           0.0046287,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.016474,           0.0044411,                   0,             0.92307,              0.8639,             0.88427,             0.54734,            0.029875,           0.0045786,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.017054,           0.0046366,                   0,              0.9149,               0.864,             0.89739,             0.54411,            0.029872,           0.0045642,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.016434,           0.0043201,                   0,             0.91451,             0.85575,             0.90239,             0.54903,            0.029701,            0.004515,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.016688,           0.0042584,                   0,             0.89994,              0.8634,             0.90108,             0.54461,            0.029664,            0.004567,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.016146,           0.0042283,                   0,             0.89344,             0.87194,             0.89447,             0.54144,            0.030021,           0.0045324,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.016697,           0.0045155,                   0,             0.93061,               0.864,             0.90526,             0.54031,            0.029662,           0.0044298,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.016899,           0.0044287,                   0,             0.93912,             0.86392,             0.90646,             0.54686,            0.029428,           0.0044004,                   0,            0.003433,            0.003433,            0.003433
                 201,             0.01656,           0.0042898,                   0,              0.8925,             0.86345,             0.91005,             0.55522,            0.029385,           0.0044805,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.016869,           0.0045961,                   0,             0.88618,             0.87198,                0.91,             0.55596,            0.029141,           0.0044361,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.016955,           0.0044207,                   0,             0.93785,               0.848,             0.90128,             0.54733,            0.029416,           0.0044791,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.016089,           0.0042979,                   0,             0.92308,               0.864,             0.89916,             0.54613,            0.029783,           0.0045004,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.016762,           0.0047946,                   0,             0.94642,             0.84794,             0.89861,             0.55131,            0.029904,           0.0044819,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.015785,           0.0042615,                   0,             0.96226,             0.81586,             0.90042,             0.54635,             0.02971,           0.0045022,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.016163,           0.0045994,                   0,             0.96226,             0.81592,             0.90754,             0.54007,            0.029747,           0.0045509,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.015902,           0.0042449,                   0,             0.93749,              0.8398,             0.90185,             0.55247,            0.029734,            0.004551,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.015884,           0.0046358,                   0,             0.93795,               0.848,             0.90109,              0.5453,            0.029499,            0.004561,                   0,            0.003136,            0.003136,            0.003136
                 210,             0.01598,           0.0043282,                   0,             0.92164,               0.848,             0.89504,             0.53453,            0.030115,           0.0045595,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.016021,           0.0044236,                   0,             0.93913,             0.86395,              0.8985,             0.53771,            0.029819,           0.0045007,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.015654,            0.004231,                   0,             0.93909,               0.864,             0.89684,               0.545,            0.029502,           0.0044773,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.015387,           0.0042913,                   0,             0.93859,             0.85587,             0.89974,             0.54475,            0.029434,            0.004482,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.016382,           0.0045035,                   0,             0.91435,               0.856,             0.90183,             0.55275,            0.029345,           0.0044525,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.015435,           0.0043217,                   0,             0.93043,             0.85588,              0.9026,             0.55728,            0.029082,           0.0044102,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.015459,           0.0041541,                   0,             0.94689,             0.85586,             0.90346,             0.56014,            0.029013,           0.0043922,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.016184,           0.0043407,                   0,             0.92105,             0.83996,             0.89758,             0.55026,            0.029588,           0.0046158,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.015509,           0.0044489,                   0,             0.92035,               0.832,             0.88933,             0.53967,            0.029566,           0.0046735,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.015631,           0.0043387,                   0,             0.95352,               0.824,             0.89157,               0.556,            0.029811,           0.0045828,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.015398,           0.0044819,                   0,             0.92978,               0.848,             0.89569,             0.55554,            0.029432,           0.0045726,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.015118,            0.004291,                   0,             0.92975,               0.848,             0.89581,             0.56099,             0.02955,           0.0045492,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.015453,           0.0043486,                   0,             0.92237,               0.856,             0.89792,             0.55587,            0.029623,           0.0045086,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.015238,           0.0042036,                   0,             0.96296,             0.83185,             0.89016,             0.55411,            0.029179,           0.0044855,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.014854,           0.0040754,                   0,             0.96256,               0.824,             0.89058,             0.55248,            0.029421,           0.0044644,                   0,            0.002641,            0.002641,            0.002641
                 225,             0.01536,           0.0041724,                   0,             0.94495,             0.82386,              0.8902,              0.5502,            0.029493,           0.0045123,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.015168,           0.0041944,                   0,              0.8983,             0.84797,             0.88629,             0.55052,            0.029272,           0.0045136,                   0,            0.002575,            0.002575,            0.002575
                 227,             0.01485,           0.0041679,                   0,             0.91367,               0.848,             0.88586,             0.55714,            0.029327,           0.0044456,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.014969,           0.0042835,                   0,             0.92842,                0.84,             0.89259,             0.55492,            0.029606,           0.0045053,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.015113,           0.0043074,                   0,             0.93687,               0.832,             0.89212,             0.54836,            0.029895,           0.0044965,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.015119,           0.0041638,                   0,             0.93689,               0.832,             0.88977,             0.54484,            0.029734,           0.0045104,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.015134,           0.0041586,                   0,             0.97114,              0.8077,              0.8895,             0.54593,            0.029575,           0.0045231,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.015092,           0.0041217,                   0,             0.95441,                0.84,             0.89991,             0.54995,            0.029684,           0.0044939,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.014754,           0.0042238,                   0,              0.9633,             0.83991,             0.89494,             0.55628,            0.029633,           0.0044727,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.014612,           0.0040621,                   0,              0.9545,                0.84,             0.89439,             0.55783,            0.029502,           0.0044371,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.014989,            0.004206,                   0,             0.95419,                0.84,             0.89386,             0.56314,            0.029197,           0.0044359,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.014377,           0.0041024,                   0,              0.9715,               0.824,             0.89597,             0.55515,            0.029409,           0.0044314,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.014737,           0.0042307,                   0,             0.97187,               0.832,             0.89285,             0.55878,            0.029236,           0.0044287,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.014678,           0.0042227,                   0,             0.97165,               0.824,             0.89028,             0.55724,            0.029175,           0.0044663,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.014489,           0.0039137,                   0,             0.97168,             0.82347,             0.90236,             0.55855,             0.02927,            0.004479,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.014382,           0.0042128,                   0,              0.9072,               0.864,             0.89348,             0.56216,            0.029004,           0.0044967,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.014396,           0.0041636,                   0,             0.93635,               0.824,             0.88991,             0.55168,            0.029047,           0.0045829,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.014585,           0.0041138,                   0,             0.93739,                0.84,              0.8907,             0.55569,            0.029176,           0.0046465,                   0,            0.002047,            0.002047,            0.002047
                 243,             0.01451,           0.0039712,                   0,             0.93682,             0.83871,             0.89316,              0.5634,            0.029174,           0.0046827,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.014265,             0.00406,                   0,             0.92848,               0.832,             0.88489,              0.5503,            0.029205,           0.0046945,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.014979,           0.0042144,                   0,              0.9363,               0.824,             0.89058,             0.55356,            0.028864,            0.004623,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.014235,           0.0040793,                   0,             0.96145,               0.808,             0.89348,             0.54544,            0.029104,           0.0046344,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.014382,           0.0041731,                   0,             0.93734,                0.84,             0.89921,             0.55211,            0.029063,           0.0045761,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.013698,           0.0038738,                   0,             0.94534,               0.832,             0.89316,             0.55317,            0.029264,            0.004571,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.014698,           0.0042899,                   0,             0.93795,               0.848,             0.88093,             0.55322,            0.029339,           0.0046387,                   0,            0.001816,            0.001816,            0.001816
                 250,             0.01396,           0.0040927,                   0,             0.92982,             0.84795,              0.8885,             0.54708,            0.029422,           0.0046399,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.014404,            0.003933,                   0,             0.92982,               0.848,             0.89094,               0.548,            0.029255,           0.0046549,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.014144,           0.0038676,                   0,             0.96204,               0.816,             0.89031,             0.54769,            0.029377,           0.0046883,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.014362,           0.0039304,                   0,             0.92908,                0.84,             0.89114,             0.54949,            0.029133,            0.004677,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.014422,           0.0039491,                   0,             0.92919,             0.83985,              0.8923,             0.55565,            0.029081,           0.0047112,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.013953,           0.0038499,                   0,             0.92103,             0.83976,             0.89302,             0.55299,             0.02912,           0.0046937,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.014278,           0.0039887,                   0,             0.93678,               0.832,              0.8933,             0.55264,            0.029015,           0.0047184,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.013373,           0.0037105,                   0,             0.97093,               0.816,             0.88845,             0.55499,            0.028997,           0.0047281,                   0,            0.001552,            0.001552,            0.001552
                 258,             0.01445,           0.0039915,                   0,             0.93741,                0.84,             0.89676,             0.55532,            0.028636,           0.0046935,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.014181,           0.0040305,                   0,              0.9224,              0.8558,             0.89553,             0.55353,            0.028868,           0.0046244,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.014372,           0.0040023,                   0,             0.94636,               0.848,             0.89749,             0.55312,            0.029046,           0.0046024,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.013545,            0.004194,                   0,             0.94593,                0.84,             0.90512,             0.54642,            0.028963,           0.0046063,                   0,             0.00142,             0.00142,             0.00142
